FECHA,CODIGO ESTACION,NOMBRE ESTACION,COORDENADA X,COORDENADA Y,PARAMETRO(TIPO),VALOR,UNIDAD DE MEDIDA
02/21/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
02/22/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
02/23/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
02/24/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,9.4,mm
02/25/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,1.7,mm
02/27/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
02/28/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
02/29/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
03/01/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,7.4,mm
03/02/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0.2,mm
03/03/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,2.1,mm
03/04/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0.1,mm
03/05/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
03/06/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
03/07/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,2.1,mm
03/09/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0.1,mm
03/10/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
03/11/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
03/12/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0.8,mm
03/13/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
03/14/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
03/15/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
03/16/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
03/17/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
03/18/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
03/20/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,2.5,mm
03/21/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
03/22/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
03/23/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
03/24/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
03/25/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
03/26/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,14.7,mm
03/27/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,1.3,mm
03/28/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0.1,mm
03/29/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,3.2,mm
03/31/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,0,mm
04/01/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,52,mm
04/02/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,43.2,mm
04/03/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,8,mm
04/04/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,5.7,mm
04/05/2024 12:00:00 AM,2610000103,CRUCES,1128630.124,1006201.075,PRECIPITACIÓN,6.6,mm
01/01/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
01/02/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
01/03/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
01/04/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
01/05/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
01/06/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
01/11/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
01/12/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,7.6,mm
01/13/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
01/14/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
01/15/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
01/16/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
01/17/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
01/18/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
01/19/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
01/20/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
01/22/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
01/23/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
01/24/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
01/25/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
01/26/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
01/27/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
01/28/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
02/07/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
02/08/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
02/09/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
02/10/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
02/12/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
02/13/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0.2,mm
02/14/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
02/15/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,1.6,mm
02/16/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,5.2,mm
02/17/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
02/18/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
02/19/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,7,mm
02/20/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0.2,mm
02/21/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
02/23/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,2.2,mm
02/24/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,4.4,mm
02/25/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,1,mm
02/26/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0.8,mm
02/27/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0.2,mm
02/28/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,0,mm
02/29/2024 12:00:00 AM,2610000115,ANACARO,1122913.192,1020801.927,PRECIPITACIÓN,1,mm
01/01/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,8.9,mm
01/03/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
01/04/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
01/05/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0.1,mm
01/06/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
01/07/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
01/08/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
01/09/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
01/10/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
01/11/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
01/12/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,1.1,mm
01/14/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
01/15/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
01/16/2024 12:00:00 AM,2610000117,NAVARRO,1068229.312,868255,PRECIPITACIÓN,0,mm
